SMILES,Name,pIC50
COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,CHEMBL1945299,6
COc1ccccc1CNCc1ccc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,CHEMBL1945504,5.700000504
COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,CHEMBL1945040,5.599999383
COc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,CHEMBL1945039,6
COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1,CHEMBL4084262,5.791558644
COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc(-c3ccccn3)cc2)CC1,CHEMBL394541,6.756961951
COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,CHEMBL244989,6.747146969
COc1ccccc1N1CCN(CC(F)CCNC(=O)c2cc3ccccc3s2)CC1,CHEMBL1774538,6.375717904
COc1ccccc1N1CCN(CCC(=O)NC2CCc3c(cccc3OC)C2)CC1,CHEMBL359002,6.118615343
COc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,CHEMBL259776,5.27572413
COc1ccccc1N1CCN(CCCC2CCCc3c(OC)cccc32)CC1,CHEMBL26929,7.698970004
COc1ccccc1N1CCN(CCCCCCNC(=O)OC(C)(C)C)CC1,CHEMBL3299097,8.400062372
COc1ccccc1N1CCN(CCCCCN2Cc3c(Cl)nc4ccccc4c3C2=O)CC1,CHEMBL2392351,7
COc1ccccc1N1CCN(CCCCCN2Cc3ccc4ccccc4c3C2=O)CC1,CHEMBL2392349,8.455931956
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,CHEMBL241973,6.970616222
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,CHEMBL110365,6.649751982
COc1ccccc1N1CCN(CCCCNC(=O)c2cn3ccccc3n2)CC1,CHEMBL3322993,7.787812396
COc1ccccc1N1CCN(CCCCOc2cc(O)c3c(c2)OC(c2ccc(C)cc2)CC3=O)CC1,CHEMBL6023119,6.460923901
COc1ccccc1N1CCN(CCCCOc2cc(O)c3c(c2)OC(c2ccc(F)cc2)CC3=O)CC1,CHEMBL5931917,7.241845378
COc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CO3)CC1,CHEMBL6004129,9.008773924
COc1ccccc1N1CCN(CCCN(C(=O)c2ccccc2)C(C)C)CC1,CHEMBL4787658,6.084336396
COc1ccccc1N1CCN(CCCN(C(=O)c2ccccc2)C2COC2)CC1,CHEMBL4778957,5.424235019
COc1ccccc1N1CCN(CCCN(CC2CC2)C(=O)c2ccccc2)CC1,CHEMBL4753512,6.539553216
COc1ccccc1N1CCN(CCCOc2ccc(C)cc2C)CC1.Cl,CHEMBL4209888,7.752026734
COc1ccccc1N1CCN(CCCSc2nnc(-c3ccccc3)n2C)CC1,CHEMBL4083252,6.483729117
COc1ccccc1N1CCN(CCCc2cn(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,CHEMBL574700,6.318758763
COc1ccccc1N1CCN(CCCn2cc(CCCCN3CCc4cc(O)c(O)cc4C(c4cccc(C)c4)C3)nn2)CC1,CHEMBL582945,5.804100348
COc1ccccc1N1CCN(CCNC(=O)OC(C)(C)C)CC1,CHEMBL3299093,7.03004854
COc1ccccc1N1CCN(CCOCCOc2c(C)cc(C)cc2C)CC1.Cl.Cl,CHEMBL4207653,7.086186148
COc1ccccc1N1CCN(CCOCCOc2cc(C)cc(C)c2C)CC1.Cl.Cl,CHEMBL4213352,7.105130343
COc1ccccc1N1CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)CC1,CHEMBL164792,8.004364805
COc1ccccc1N1CCNCC1,CHEMBL9666,6
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CHEMBL723,6.835647144
COc1cccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc12,CHEMBL4644500,6.991399828
COc1cccnc1N1CCN(CCCc2nc3ccccc3s2)CC1,CHEMBL5403504,6.523603173
CSc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4446145,4
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CHEMBL479,7.455931956
CSc1cccc(C(=O)NC[C@@H]2CCCN2CCc2ccccc2)c1,CHEMBL356304,6
CSc1cccc(C(=O)NC[C@H]2CCCN2CCc2ccccc2)c1,CHEMBL148249,6
CSc1cccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,CHEMBL5758557,4
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CHEMBL119443,6.258060922
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,CHEMBL1082723,5
Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL1086626,5.970210529
Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12,CHEMBL5177023,6
Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,CHEMBL1086754,5.594824454
Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,CHEMBL461571,5.449771647
Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,CHEMBL141343,4.775725986
Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,CHEMBL2387229,7.580044252
Cc1cc(C)cc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,CHEMBL211985,5
Cc1cc(N2CCN(C)CC2)c2c(c1)N(S(=O)(=O)c1ccc3ccccc3c1)C(C)CC2=O,CHEMBL1642128,5.74860515
Cc1cc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)ccc1Cl,CHEMBL4462053,5.420216403
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,CHEMBL14460,6
Cc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,CHEMBL2335737,6.657577319
Cc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,CHEMBL2331599,6.823908741
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL715,7.193820026
Cc1ccc(C23CC2C(=O)N(CCCCN2CCN(c4cccc5sccc45)CC2)C3=O)cc1,CHEMBL4292254,7.093664958
Cc1ccc(C2CCN(CC(=O)Nc3cccc(C)c3)CC2)cc1,CHEMBL4473792,4.173967332
Cc1ccc(C2CCN(CC(=O)Nc3cccc(C)c3)CC2)nc1,CHEMBL4587925,4.067868834
Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,CHEMBL114484,6.318758763
Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1,CHEMBL107742,6.725842151
Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4C[C@H]3C)CC2)cc1,CHEMBL320597,6.946921557
Cc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,CHEMBL5425920,5.74836178
Cc1ccc(O)c(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,CHEMBL213106,5
Cc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4461237,4
Cc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1C,CHEMBL4519087,4.886056648
Cc1ccc(OCc2ccccc2)c(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,CHEMBL212075,5
Cc1ccc(Sc2ccccc2N2CCN(CCc3c(C)nc4n(c3=O)CCCC4O)CC2)c(C)c1.Cl,CHEMBL4082150,6.057991947
Cc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,CHEMBL480127,5
Cc1ccc2c(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c[nH]c2c1,CHEMBL519103,5
Cc1ccc2c(c1)N1OC(CN(C)C)CC1c1ccccc1C2,CHEMBL85735,7.260032303
Cc1ccc2nc(CCCN3CCC(c4ccccn4)CC3)sc2c1,CHEMBL5399689,5.757086053
Cc1ccc2nc(CCCN3CCN(c4ccccn4)CC3)sc2c1,CHEMBL5403610,5.016373713
Cc1cccc(-c2ccc(C(=O)NC/C=C/CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2)n1,CHEMBL398175,5.886056648
Cc1cccc(/C(=N/O)C(O)CN2CCN(c3ccccn3)CC2)c1,CHEMBL215723,5
Cc1cccc(/C(=N\O)C(O)CN2CCN(c3ccccn3)CC2)c1,CHEMBL211463,5
Cc1cccc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,CHEMBL212298,5
Cc1cccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)c1,CHEMBL45244,5
Cc1cccc(C2=CCN(CCNC(=O)C(C)(C)C)CC2)n1,CHEMBL5911465,5
Cc1cccc(C2=CCN(CCNC(=O)C3CCC(F)(F)CC3)CC2)n1,CHEMBL6064944,5.612966299
Cc1cccc(C2=CCN(CCNC(=O)C3CCCCO3)CC2)n1,CHEMBL5773895,5
Cc1cccc(C2=CCN(CCNC(=O)C3CCOCC3)CC2)n1,CHEMBL5823916,5
Cc1cccc(C2=CCN(CCNC(=O)[C@H]3C[C@@H]4CC[C@H]3O4)CC2)n1,CHEMBL5789899,5
Cc1cccc(C2CCN(CCNC(=O)C(C)(C)C)CC2)n1,CHEMBL5784881,5
Cc1cccc(C2CCN(CCNC(=O)C3CC4CCC3O4)CC2)n1,CHEMBL5817624,5
Cc1cccc(C2CCN(CCNC(=O)C3CCC(F)(F)CC3)CC2)n1,CHEMBL6009219,5
Cc1cccc(C2CCN(CCNC(=O)C3CCCO3)CC2)n1,CHEMBL5840994,5
Cc1cccc(C2CCN(CCNC(=O)C3CCCOC3)CC2)n1,CHEMBL6061458,5
Cc1cccc(C2CCN(CCNC(=O)C3CCOC3)CC2)n1,CHEMBL5756186,5
Cc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,CHEMBL5926623,5
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4cc(F)ccc4c(=O)n3-c3ccccc3)CC2)c1C,CHEMBL261102,5.823908741
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccc(F)cc4c(=O)n3-c3ccccc3)CC2)c1C,CHEMBL261434,5.397940009
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccccc4c(=O)n3-c3ccccc3)CC2)c1C,CHEMBL259415,5.161150909
Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,CHEMBL496739,6.040005162
Cc1cccc(NC(=O)CCN2CCC(c3ccccn3)CC2)c1,CHEMBL4464861,4.269108761
Cc1cccc(NC(=O)CCN2CCN(c3ccccn3)CC2)c1,CHEMBL4454068,4.271374362
Cc1cccc(NC(=O)CCN2CCN(c3ncccn3)CC2)c1,CHEMBL4588808,4.252405656
Cc1cccc(NC(=O)CN2CCC(c3ccc(Cl)cc3)CC2)c1,CHEMBL4436479,4.066925437
Cc1cccc(NC(=O)CN2CCC(c3ccccc3)CC2)c1,CHEMBL216393,4.918310721
Cc1cccc(NC(=O)CN2CCC(c3ccccn3)CC2)c1,CHEMBL375596,4.554037924
Cc1cccc(NC(=O)CN2CCN(c3ccc(Cl)cn3)CC2)c1,CHEMBL4572245,4.080720504
Cc1cccc(NC(=O)CN2CCN(c3cccc4ccccc34)CC2)c1,CHEMBL4473652,4.074871052
Cc1cccc(NC(=O)CN2CCN(c3ccccn3)CC2)c1,CHEMBL4448320,4.236534569
Cc1cccc(NC(=O)CN2CCN(c3ncccn3)CC2)c1,CHEMBL4443054,4.204092189
Cc1cccc2c(CCNCc3ccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)cc3)c[nH]c12,CHEMBL1945032,6.099999035
Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,CHEMBL1945031,6.399996913
Cc1ccccc1/C(CCN1CCN(c2ccccn2)CC1)=N/O,CHEMBL215849,5
Cc1ccccc1/C(CCN1CCN(c2ccccn2)CC1)=N\O,CHEMBL214440,5
Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4c(F)cccc43)CC2)CC1,CHEMBL490598,5
Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1,CHEMBL490797,5
Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,CHEMBL522460,5.411728293
Cc1ccccc1N1CCN(C(=O)COc2ccc3[nH]cc(CCN)c3c2)CC1,CHEMBL120055,5
Cc1cccnc1-c1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,CHEMBL244773,6.434152181
Cc1cccnc1C1CCN(CCCc2nc3ccccc3s2)CC1,CHEMBL5394387,5.141162149
Cc1ccnc(N2CCN(CCCc3nc4ccccc4s3)CC2)c1,CHEMBL5437265,5.452348342
Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,CHEMBL5092058,5
Cc1coc2ccc(N3C[C@@]4(CN5CCC4CC5)OC3=O)cc12,CHEMBL2113241,5
Cc1n[nH]c2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12,CHEMBL3903492,5.070581074
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,CHEMBL3216098,5.863596552
Cc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,CHEMBL3216758,6.041914151
Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,CHEMBL216228,4
Cc1nc2c(O)cccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,CHEMBL4102561,7.573488739
Cc1nc2c(OCc3ccccc3)cccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,CHEMBL5865978,7.684029655
Cc1nc2ccc(CCCCCN3CCN(c4cccc5sccc45)CC3)cc2c(=O)[nH]1,CHEMBL5920687,7.294992041
Cc1nc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2c(=O)[nH]1,CHEMBL5763558,7.600326279
Cc1nc2ccccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,CHEMBL4094825,8.482804102
Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1,CHEMBL28902,5
Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3nc4cc(F)ccc4s3)c2)cc1,CHEMBL31714,5
Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2,CHEMBL4117823,7.982966661
Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2.Cl,CHEMBL4078409,7.982966661
Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2O,CHEMBL4094926,7.122628654
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CHEMBL85,4.902793075
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2(C)O,CHEMBL4082084,7.096910013
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2(F)F.Cl,CHEMBL4096467,8.301029996
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2=O,CHEMBL4077702,8.040958608
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2Cl,CHEMBL4090872,8.542118103
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2F,CHEMBL4062936,8.207608311
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CHEMBL1621,8.081969663
Cc1nc2n(c(=O)c1CCN1CCN(c3cc(F)cc4sccc34)CC1)CCCC2,CHEMBL5885838,7.982966661
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3CCS4)CC1)CCCC2O,CHEMBL4087246,7.928117993
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3OC(F)(F)O4)CC1)CCCC2.Cl,CHEMBL4077006,7.436518915
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3OC(F)(F)O4)CC1)CCCC2O,CHEMBL4100152,7.568636236
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sc(F)cc34)CC1)CCCC2O,CHEMBL5991179,7.012043409
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCC=C2,CHEMBL4116465,7.777283529
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCC=C2.Cl,CHEMBL4074326,8.025028006
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2,CHEMBL4083333,8.583359493
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(C)O,CHEMBL4065710,7.501689446
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(F)F,CHEMBL4116744,8.454692884
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(F)F.Cl,CHEMBL4087132,8.454692884
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2=O,CHEMBL4103509,7.31202538
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2Cl,CHEMBL4079251,8.260427656
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F,CHEMBL4104261,8.478861916
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O,CHEMBL4102670,8.038223073
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4scnc34)CC1)CCCC2O,CHEMBL4105102,5
Cc1nc2n(c(=O)c1CCN1CCN(c3cncc4sccc34)CC1)CCCC2O,CHEMBL4091554,6.017728767
Cc1nc2n(c(=O)c1CCN1CCN(c3csc4ccsc34)CC1)CCCC2O,CHEMBL4067506,6.804100348
Cc1nc2n(c(=O)c1CCN1CCN(c3nccc4sccc34)CC1)CCCC2,CHEMBL4079365,7.424812155
Cc1nc2n(c(=O)c1CCN1CCN(c3nccc4sccc34)CC1)CCCC2O,CHEMBL4097395,7.698970004
Cc1nc2n(c(=O)c1CCN1CCN(c3ncnc4sccc34)CC1)CCCC2,CHEMBL4063748,5.257274869
Cc1nc2n(c(=O)c1CCN1CCN(c3ncnc4sccc34)CC1)CCCC2O,CHEMBL4064609,5.176525771
Cc1nc2n(c(=O)c1CCN1CCN(c3noc4cc(F)ccc34)CC1)CCCC2O,CHEMBL4098594,8.015472687
Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2(C)O,CHEMBL4061068,8.619788758
Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2(F)F,CHEMBL4062992,8.283996656
Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2=O,CHEMBL4084663,8.119186408
Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2Cl,CHEMBL4101115,8.081445469
Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2F,CHEMBL4074373,8.107905397
Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2O,CHEMBL4060678,8.292429824
Cc1ncsc1CCN1CCN(c2cccc3sccc23)CC1,CHEMBL5750687,6.316952962
Cc1noc(C)c1-c1cnc2cc(C(=O)NCCC[n+]3ccc(N(C)C)cc3)ccn12.O=C[O-],CHEMBL5465167,4.698970004
Cl.Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n(C)c1=O,CHEMBL553331,7.366531544
Cl.Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,CHEMBL555670,6.443697499
Cl.Clc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,CHEMBL2393245,7.066512712
Cl.Fc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,CHEMBL2393244,7.19859629
Cl.NCCc1ccc(O)c(O)c1,CHEMBL1557,4.296708622
Cl.c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,CHEMBL2393243,6.833569886
Cl.c1ccc([C@H]2C[C@@H]2CN2CCN(c3ccccn3)CC2)cc1,CHEMBL1203260,6.580044252
Cl.c1ccc([C@H]2C[C@@H]2CN2CCN(c3ncccn3)CC2)cc1,CHEMBL1203257,6.11577123
Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,CHEMBL3335556,4.698970004
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CHEMBL91,4.902951035
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,CHEMBL808,4.89255259
Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,CHEMBL5426481,4.638272164
Clc1ccc(N2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c(Cl)c1,CHEMBL125455,7.193820026
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,CHEMBL1113,6.698970004
Clc1ccc2nc(CCCN3CCN(c4ccccn4)CC3)sc2c1,CHEMBL5403986,4.616184634
Clc1ccc2sc(CCCN3CCN(c4ccccn4)CC3)nc2c1,CHEMBL5400983,4.935542011
Clc1cccc2sc(CCCN3CCN(c4ccccn4)CC3)nc12,CHEMBL5422150,5.517126416
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104,4.914138826
Cn1c(=O)[nH]c2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc21,CHEMBL5979432,6.66756154
Cn1c(=O)[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,CHEMBL5785243,7.628932138
Cn1c(=O)c2c(ncn2CCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)n(C)c1=O.O=C(O)/C=C/C(=O)O,CHEMBL338611,7.387216143
Cn1c(=O)n(C)c2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc21,CHEMBL6014626,8.034328029
Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NC(C)(C)C,CHEMBL5274672,6.790002704
Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NC1CCCCC1,CHEMBL5281787,5.760000207
Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NCc1ccccc1,CHEMBL5281830,8.299988938
Cn1cc(CN2CCc3cc4nc(N)sc4cc3CC2)cn1,CHEMBL2326472,6.060480747
Cn1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)n1,CHEMBL2326473,5.356547324
Cn1nc(C(=O)OC[C@@H]2CCN3CCC[C@@H]23)c2ccccc21,CHEMBL383577,5
Fc1ccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)cc1,CHEMBL59942,7.30980392
Fc1ccc(-c2cncc(CN3CCN(c4ccc(F)cc4)CC3)c2)cc1,CHEMBL291824,7.15490196
Fc1ccc(-c2cncc(CN3CCN(c4ccccc4)CC3)c2)cc1,CHEMBL302904,7.638272164
Fc1ccc(-c2cncc(CN3CCN(c4ccccc4F)CC3)c2)cc1,CHEMBL61682,7.602059991
Fc1ccc(-c2cncc(CN3CCN(c4ccccn4)CC3)c2)cc1,CHEMBL61657,7.22184875
Fc1ccc(-c2cncc(CN3CCN(c4cnccn4)CC3)c2)cc1,CHEMBL60957,6.346787486
Fc1ccc(-c2cncc(CN3CCN(c4ncccn4)CC3)c2)cc1,CHEMBL302183,6.920818754
Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,CHEMBL220808,8.22184875
Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,CHEMBL468176,4.301029996
Fc1ccc(C(SCCNCCCc2ccccc2)c2ccc(F)cc2)cc1,CHEMBL3126735,5.698970004
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,CHEMBL30008,6.453457337
Fc1ccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1,CHEMBL349034,7.102372909
Fc1ccc([Si]2(c3ccc(F)cc3)CCC(N3CCN(c4ccccc4)CC3)C2)cc1,CHEMBL134423,6.920818754
Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1,CHEMBL4867978,7.946921557
Fc1cccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)c1,CHEMBL62829,7.091514981
Fc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1,CHEMBL291380,6.602059991
N#CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,CHEMBL376955,5
N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,CHEMBL326263,5.649751982
N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,CHEMBL116463,6.258848401
N#Cc1ccc(S(=O)(=O)N(CCCN2CCC(c3noc4cc(F)ccc34)CC2)C2COC2)cc1,CHEMBL4747208,8.443697499
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,CHEMBL6040679,7.098541679
N#Cc1ccc2[nH]cc(CCCN3CCN(c4cccc5sccc45)CC3)c2c1,CHEMBL5997477,7.663540266
N#Cc1ccc2[nH]cc(CCN3CCN(c4cccc5sccc45)CC3)c2c1,CHEMBL5960725,6.614393726
N#Cc1ccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n2c1,CHEMBL4644391,8.987162775
N#Cc1cccc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,CHEMBL212847,5
N#Cc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,CHEMBL6005497,5
N#Cc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,CHEMBL4644742,7.370590401
N#Cc1cccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc12,CHEMBL4638430,8.823908741
N#Cc1cccnc1N1CCN(CC/C(=N/O)c2ccccc2)CC1,CHEMBL438961,5
